Timestamp;PPG_IR;PPG_R;Pulse rate;SpO2
2024-09-09 13:31:58;20532;236;;
2024-09-09 13:31:58;20569;195;;
2024-09-09 13:31:58;20291;333;;
2024-09-09 13:31:58;19111;304;;
2024-09-09 13:31:58;17973;230;;
2024-09-09 13:31:58;17959;240;;
2024-09-09 13:31:58;18587;199;;
2024-09-09 13:31:58;19326;347;;
2024-09-09 13:31:58;19159;322;;
2024-09-09 13:31:58;19677;228;;
2024-09-09 13:31:58;20081;248;;
2024-09-09 13:31:58;20435;191;;
2024-09-09 13:31:58;20661;337;;
2024-09-09 13:31:58;20508;324;;
2024-09-09 13:31:58;19787;225;;
2024-09-09 13:31:58;18408;278;;
2024-09-09 13:31:59;17797;152;;
2024-09-09 13:31:59;18190;273;;
2024-09-09 13:31:59;19129;296;;
2024-09-09 13:31:59;19097;339;;
2024-09-09 13:31:59;19416;234;;
2024-09-09 13:31:59;19901;181;;
2024-09-09 13:31:59;20303;340;;
2024-09-09 13:31:59;20569;311;;
2024-09-09 13:31:59;20609;250;;
2024-09-09 13:31:59;20358;290;;
2024-09-09 13:31:59;19041;160;;
2024-09-09 13:31:59;18123;272;;
2024-09-09 13:31:59;17783;288;;
2024-09-09 13:31:59;18710;292;;
2024-09-09 13:31:59;19290;202;;
2024-09-09 13:31:59;19231;294;;
2024-09-09 13:31:59;19783;223;;
2024-09-09 13:31:59;20070;160;;
2024-09-09 13:31:59;20463;297;;
2024-09-09 13:31:59;20597;324;;
2024-09-09 13:31:59;19118;291;;
2024-09-09 13:31:59;18162;290;;
2024-09-09 13:31:59;17908;234;;
2024-09-09 13:31:59;;;130;-999
2024-09-09 13:31:59;18508;163;;
